allwt,INCOME,white,VOTE,VOTE_F,EDUC,FDSTMPd,FDSTMP,SOCSECd,SOCSECf,MEDAIDd,MEDICAID,MEDICAREd,MEDICAREf,WELFAREd,WELFARE,EITCd,EITCf,UNEMPLOYd,UNEMPLOYf,GOVTPENd,GOVTPENf,PUBHOUd,PUBHOU,DISABITYd,DISABITYf,WICd,WICf,HEADf,HEADd,COLLGRNTf,COLLGRNTd,STULOANSf,STULOANSd,VETBENf,VETBENd,WRKCOMPf,WRKCOMPd,BUSLOANf,BUSLOANd,GIBILLf,GIBILLd,MTGDEDTf,MTGDEDTd,PTYIDd,PTYIDf,FOLLOWPA,sex,TRUSTOFF,PEOPSAY,Total,total_means,total_ent,total_uni,total_loans,aid_dummy
0.5133,1,1,3,Sometimes,2,1,R and R's Family,0,R's Family,0,4,0,R's Family,0,R's Family,1,R and R's Family,0,R's Family,0,None,0,None,0,R's Family,0,R's Family,Respondent,1,R and R's Family,1,R and R's Family,1,None,0,None,0,None,0,None,0,None,0,0,Democrat,1,2,1,2,6,4,0,0,1,1
0.5133,3,1,1,Always,2,0,R's Family,0,None,0,2,0,None,0,R's Family,0,R's Family,0,None,0,None,0,None,0,None,0,R's Family,None,0,None,0,Respondent,1,None,0,None,0,None,0,None,0,R's Family,0,1,Republican,1,2,2,2,2,0,0,0,1,1
0.5133,2,1,1,Always,1,0,None,0,R's Family,0,1,0,R's Family,0,None,0,None,0,None,0,None,0,None,0,None,0,R's Family,None,0,None,0,None,0,None,0,None,0,None,0,R's Family,0,None,0,0,Democrat,2,2,1,1,1,0,0,0,0,1
0.9744,3,1,2,Usually,3,0,None,0,R's Family,0,1,0,R's Family,0,None,0,None,0,None,0,None,0,None,0,None,0,None,None,0,None,0,None,0,None,0,None,0,None,0,None,0,R's Family,0,1,Republican,1,1,1,2,1,0,0,0,0,1
0.5481,5,1,1,Always,4,0,None,0,None,0,2,0,None,0,None,0,None,1,Respondent,1,Respondent,0,None,0,None,0,None,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,0,Democrat,1,2,1,2,3,1,1,1,0,1
0.6786,6,1,1,Always,2,0,None,0,R's Family,0,1,0,R's Family,0,R's Family,0,None,1,Respondent,0,None,0,None,0,None,0,None,None,0,None,0,None,0,None,0,None,0,None,0,None,0,R and R's Family,1,1,Republican,1,1,2,1,3,2,0,1,0,1
1.0614,7,1,1,Always,3,0,None,0,None,0,2,0,None,0,None,1,R and R's Family,0,None,0,None,0,None,0,None,0,None,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,1,Republican,1,2,2,1,2,1,0,0,0,1
0.6786,4,1,1,Always,3,0,None,0,None,0,2,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,None,0,Respondent,1,Respondent,1,None,0,None,0,None,0,None,0,Respondent,1,1,Republican,1,1,2,1,4,2,0,0,1,1
0.5481,1,1,1,Always,1,0,None,1,Respondent,0,2,1,Respondent,0,None,0,None,0,None,0,None,0,None,0,None,0,None,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,0,Democrat,2,2,2,1,3,0,2,0,0,1
1.5573,3,1,1,Always,3,0,None,0,R's Family,0,1,0,R's Family,0,None,0,None,0,None,0,None,0,None,0,None,0,None,None,0,None,0,R and R's Family,1,None,0,None,0,None,0,None,0,R and R's Family,1,1,Republican,1,1,1,2,3,1,0,0,1,1
1.5573,3,1,2,Usually,3,0,None,0,None,0,1,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,None,0,None,0,R's Family,0,None,0,None,0,None,0,None,0,Respondent,1,1,Republican,4,1,2,1,2,1,0,0,0,1
2.4416,5,0,2,Usually,3,0,None,0,R's Family,0,1,0,R's Family,1,Respondent,0,None,1,Respondent,0,None,0,None,0,None,0,None,None,0,R's Family,0,R's Family,0,None,0,None,0,Respondent,1,R's Family,0,Respondent,1,1,Republican,4,1,1,1,4,3,0,1,1,1
0.5133,3,1,2,Usually,2,0,None,0,None,0,2,0,R's Family,0,None,0,None,0,None,0,None,0,None,0,None,0,R's Family,None,0,R's Family,0,R's Family,0,None,0,None,0,None,0,None,0,None,0,0,Democrat,1,2,1,1,1,0,0,0,0,1
1.0614,2,1,3,Sometimes,2,0,R's Family,0,None,1,1,0,None,1,Respondent,1,R and R's Family,0,R's Family,0,None,0,None,0,None,1,Respondent,None,0,None,0,None,0,None,0,R's Family,0,None,0,None,0,None,0,0,Democrat,1,2,2,1,5,4,0,0,0,1
6.3536,2,0,1,Always,1,0,None,0,None,0,1,0,None,0,None,0,None,0,None,0,R's Family,0,None,0,None,0,None,R's Family,0,R and R's Family,1,R and R's Family,1,None,0,None,0,None,0,None,0,None,0,0,Democrat,2,1,2,1,2,1,0,0,1,1
1.0614,2,1,1,Always,1,0,None,0,R's Family,0,3,0,R's Family,0,None,0,None,0,None,0,None,0,None,0,R's Family,0,None,None,0,R's Family,0,R's Family,0,R's Family,0,None,0,None,0,R's Family,0,None,0,0,Democrat,1,2,2,1,1,0,0,0,0,1
1.0614,4,1,1,Always,4,0,None,0,None,0,3,0,None,0,None,0,None,0,None,0,None,0,None,0,None,1,Respondent,None,0,R and R's Family,1,Respondent,1,None,0,None,0,None,0,Respondent,1,R and R's Family,1,1,Republican,2,2,2,2,6,3,1,0,1,1
0.5133,5,1,1,Always,2,0,R's Family,0,R's Family,0,1,0,R's Family,0,R's Family,0,None,1,Respondent,0,R's Family,0,None,0,R's Family,0,None,None,0,R's Family,0,R's Family,0,R's Family,0,R's Family,0,None,0,None,0,Respondent,1,0,Democrat,1,2,2,2,3,2,0,1,0,1
0.5481,2,1,1,Always,4,0,None,1,Respondent,0,1,1,Respondent,0,None,0,None,0,None,1,Respondent,0,None,0,None,0,None,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,0,Democrat,1,2,2,2,4,0,3,0,0,1
0.5133,2,1,1,Always,1,0,None,0,R's Family,0,2,0,R's Family,0,None,1,Respondent,0,None,0,None,0,None,0,None,0,None,None,0,R's Family,0,R's Family,0,R's Family,0,None,0,None,0,None,0,None,0,0,Democrat,2,2,2,2,2,1,0,0,0,1
2.6596,2,0,1,Always,1,0,None,0,None,0,1,0,None,0,None,1,R and R's Family,1,R and R's Family,0,None,0,None,0,None,0,R's Family,None,0,None,0,None,0,R's Family,0,R and R's Family,1,None,0,R's Family,0,R and R's Family,1,0,Democrat,2,2,2,1,4,3,0,2,0,1
1.0614,4,1,1,Always,2,0,None,0,R's Family,0,1,0,R's Family,0,None,0,None,0,None,0,None,0,None,0,None,0,None,None,0,R's Family,0,None,0,R's Family,0,None,0,None,0,None,0,Respondent,1,1,Republican,3,2,2,1,2,1,0,0,0,1
1.5573,3,1,2,Usually,3,0,None,0,R's Family,0,1,0,R's Family,0,None,0,None,0,R's Family,0,R's Family,0,None,0,None,0,None,None,0,None,0,None,0,None,0,R's Family,0,Respondent,1,None,0,None,0,0,Democrat,1,1,1,2,2,0,0,0,1,1
0.9744,3,1,1,Always,3,0,None,0,R's Family,0,3,0,R's Family,0,None,0,None,1,Respondent,0,None,0,None,0,None,0,None,None,0,Respondent,1,Respondent,1,R's Family,0,None,0,None,0,None,0,None,0,0,Democrat,1,1,2,1,4,2,0,1,1,1
0.6786,1,1,1,Always,1,0,None,1,Respondent,0,1,1,Respondent,0,None,0,None,0,R's Family,0,None,0,None,0,None,0,None,None,0,None,0,None,0,None,0,R's Family,0,None,0,None,0,Respondent,1,0,Democrat,1,1,1,2,4,1,2,0,0,1
2.6596,4,0,1,Always,4,0,None,0,R's Family,0,1,0,R's Family,0,None,1,Respondent,0,None,0,None,0,None,0,None,0,None,None,0,Respondent,1,None,0,None,0,Respondent,1,None,0,None,0,Respondent,1,1,Republican,1,2,2,2,4,3,0,1,0,1
0.5481,4,1,1,Always,4,0,None,1,Respondent,1,2,1,Respondent,0,None,1,Respondent,0,R's Family,0,None,0,None,0,None,0,None,None,0,None,0,R's Family,0,R's Family,0,R's Family,0,None,0,R's Family,0,Respondent,1,1,Republican,1,2,2,1,6,3,2,0,0,1
1.8183,2,1,2,Usually,2,0,None,0,None,0,2,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,None,0,None,0,R's Family,0,None,0,None,0,None,0,Respondent,1,None,0,1,Republican,1,1,1,2,2,0,1,0,0,1
0.5481,7,1,1,Always,3,0,None,1,R and R's Family,0,3,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,None,0,None,0,None,0,R's Family,0,None,0,None,0,R's Family,0,R and R's Family,1,1,Republican,1,2,2,2,3,1,1,0,0,1
NA,7,0,1,Always,4,0,None,0,R's Family,0,2,0,R's Family,1,R and R's Family,0,R's Family,0,R's Family,0,None,0,None,0,None,0,None,None,0,R's Family,0,R's Family,0,R's Family,0,R's Family,0,R's Family,0,R's Family,0,R's Family,0,1,Republican,1,2,1,2,1,1,0,0,0,1
0.6786,2,1,3,Sometimes,2,0,None,1,R and R's Family,1,2,1,R and R's Family,0,R's Family,0,R's Family,0,None,0,None,0,None,0,None,0,None,None,0,R's Family,0,R's Family,0,None,0,None,0,None,0,None,0,R's Family,0,1,Republican,2,1,1,1,4,1,2,0,0,1
1.7313,2,1,2,Usually,2,0,None,0,None,1,1,0,None,1,Respondent,1,Respondent,1,Respondent,0,None,0,None,0,None,0,None,None,0,Respondent,1,Respondent,1,None,0,None,0,None,0,None,0,None,0,1,Republican,2,2,2,1,7,5,0,1,1,1
0.9744,4,1,1,Always,2,0,None,0,None,0,2,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,None,0,None,0,None,0,None,0,None,0,None,0,Respondent,1,R and R's Family,1,0,Democrat,1,1,2,1,3,1,1,0,0,1
1.5573,5,1,1,Always,3,0,None,0,R's Family,0,1,0,R's Family,0,None,0,None,0,R's Family,0,None,0,None,0,R's Family,0,None,None,0,None,0,R and R's Family,1,R's Family,0,None,0,R's Family,0,Respondent,1,R and R's Family,1,0,Democrat,2,1,1,1,4,1,1,0,1,1
0.5133,4,1,1,Always,2,0,None,0,None,0,2,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,None,0,None,0,None,0,None,0,None,0,None,0,None,0,Respondent,1,1,Republican,2,2,2,1,2,1,0,0,0,1
0.5133,1,1,1,Always,4,0,None,1,R and R's Family,1,1,0,R's Family,0,None,0,R's Family,1,Respondent,0,None,0,None,1,Respondent,0,None,None,0,None,0,Respondent,1,None,0,None,0,None,0,None,0,None,0,0,Democrat,1,2,2,1,6,2,1,2,1,1
0.5481,1,1,1,Always,3,0,None,1,Respondent,1,1,1,Respondent,1,R and R's Family,0,None,0,None,0,None,0,None,0,None,0,None,None,0,None,0,None,0,None,0,None,0,None,0,R's Family,0,Respondent,1,0,Democrat,2,2,1,1,6,3,2,0,0,1
1.8183,3,1,1,Always,3,0,None,0,None,0,1,0,None,0,None,0,R's Family,0,None,0,None,0,None,0,None,0,None,None,0,R and R's Family,1,R and R's Family,1,None,0,None,0,R's Family,0,None,0,R's Family,0,0,Democrat,1,1,1,1,3,1,0,0,1,1
0.5481,4,1,1,Always,4,0,None,0,R's Family,0,1,0,None,0,None,0,None,0,R's Family,0,None,0,None,0,None,0,None,None,0,None,0,None,0,None,0,None,0,None,0,None,0,Respondent,1,1,Republican,1,2,2,1,2,1,0,0,0,1
1.5573,4,1,1,Always,4,0,None,0,R's Family,0,1,0,R's Family,0,None,0,None,0,None,0,None,0,None,0,None,0,None,None,0,None,0,None,0,None,0,None,0,None,0,R's Family,0,None,0,0,Democrat,1,1,1,1,1,0,0,0,0,1
6.3536,1,0,3,Sometimes,1,0,None,0,None,0,4,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,0,Democrat,4,1,1,2,0,0,0,0,0,0
1.0614,3,1,1,Always,3,1,R and R's Family,0,None,0,1,0,None,0,None,1,R and R's Family,1,Respondent,0,None,0,None,0,None,0,None,None,0,Respondent,1,Respondent,1,R and R's Family,1,None,0,None,0,None,0,R and R's Family,1,0,Democrat,1,2,2,2,8,5,1,1,1,1
0.6786,7,1,2,Usually,2,0,None,0,None,0,1,0,None,0,None,0,None,0,None,1,Respondent,0,None,0,None,0,None,None,0,Respondent,1,None,0,None,0,Respondent,1,Respondent,1,None,0,None,0,1,Republican,1,1,2,1,5,1,1,1,1,1
1.5573,1,1,4,Not at all,1,0,None,0,R's Family,0,2,0,R's Family,0,None,0,R's Family,0,R's Family,0,None,0,None,0,None,0,None,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,1,Republican,4,1,2,1,1,0,0,0,0,1
1.5573,4,1,2,Usually,4,0,None,0,R's Family,0,1,0,None,0,None,1,Respondent,1,R and R's Family,0,None,0,None,0,None,0,None,None,0,Respondent,1,Respondent,1,None,0,None,0,None,0,None,0,R and R's Family,1,0,Democrat,2,1,1,2,6,4,0,1,1,1
0.5481,5,1,1,Always,4,0,None,0,R's Family,0,1,0,R's Family,0,None,0,None,0,None,0,R's Family,0,None,0,None,0,None,Respondent,1,None,0,None,0,R's Family,0,None,0,None,0,None,0,R and R's Family,1,1,Republican,1,2,1,2,3,2,0,0,0,1
0.5133,5,1,2,Usually,3,0,None,0,R's Family,0,1,0,None,0,None,0,R's Family,0,R's Family,0,R's Family,0,None,0,R's Family,0,None,None,0,R's Family,0,R's Family,0,R's Family,0,R's Family,0,R's Family,0,R's Family,0,None,0,1,Republican,2,2,1,2,1,0,0,0,0,1
0.6786,1,1,2,Usually,1,0,None,0,None,0,2,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,1,Republican,1,1,1,2,1,0,0,0,0,1
0.5133,3,1,1,Always,3,0,None,0,R's Family,0,1,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,None,0,Respondent,1,None,0,None,0,None,0,None,0,None,0,R and R's Family,1,0,Democrat,2,2,2,1,3,2,0,0,0,1
1.5573,3,1,1,Always,1,0,None,0,None,0,3,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,R's Family,None,0,None,0,None,0,None,0,None,0,None,0,Respondent,1,None,0,0,Democrat,2,1,2,2,2,0,1,0,0,1
6.0496,2,0,3,Sometimes,2,0,R's Family,0,R's Family,0,1,0,R's Family,0,None,1,Respondent,0,R's Family,0,None,0,None,0,R's Family,0,R's Family,R and R's Family,1,Respondent,1,None,0,None,0,None,0,None,0,None,0,None,0,0,Democrat,3,2,2,1,3,3,0,0,0,1
0.5481,2,1,2,Usually,1,0,None,0,R's Family,0,3,0,R's Family,1,Respondent,1,Respondent,1,Respondent,0,None,0,None,0,None,0,None,None,0,None,0,None,0,R's Family,0,None,0,None,0,None,0,Respondent,1,1,Republican,1,2,1,1,5,4,0,1,0,1
0.9744,4,1,1,Always,3,0,None,0,R's Family,0,2,0,R's Family,0,R's Family,0,None,0,R's Family,0,None,1,Respondent,0,R's Family,0,R's Family,R's Family,0,R and R's Family,1,R's Family,0,R's Family,0,R and R's Family,1,R's Family,0,None,0,None,0,0,Democrat,2,1,2,1,4,2,0,1,0,1
5.4416,5,0,1,Always,4,0,None,1,Respondent,0,2,0,R's Family,0,R's Family,0,R's Family,1,R and R's Family,1,R and R's Family,0,R's Family,1,Respondent,0,R's Family,R's Family,0,R and R's Family,1,R and R's Family,1,R and R's Family,1,R and R's Family,1,R's Family,0,R's Family,0,R's Family,0,1,Republican,1,1,2,1,8,2,3,3,1,1
1.7936,4,0,3,Sometimes,2,0,None,0,R's Family,0,2,0,R's Family,0,None,0,R's Family,0,None,0,None,0,R's Family,0,R's Family,0,R's Family,R's Family,0,R's Family,0,Respondent,1,R's Family,0,R's Family,0,None,0,None,0,Respondent,1,0,Democrat,2,2,1,2,2,1,0,0,1,1
0.5133,3,1,1,Always,2,0,None,0,None,0,3,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,1,Republican,1,2,1,2,1,0,0,0,0,1
0.5133,3,1,1,Always,2,0,None,0,R's Family,0,1,0,R's Family,0,None,0,None,0,None,0,None,0,None,0,None,0,None,None,0,None,0,None,0,None,0,None,0,None,0,R's Family,0,None,0,0,Democrat,1,2,1,2,1,0,0,0,0,1
3.7088,1,0,1,Always,1,1,Respondent,0,None,1,1,1,Respondent,1,Respondent,0,None,0,None,0,None,1,Respondent,1,Respondent,0,None,Respondent,1,None,0,None,0,None,0,None,0,None,0,None,0,None,0,0,Democrat,4,2,1,1,7,5,1,1,0,1
2.3712,3,0,1,Always,3,0,R's Family,1,Respondent,0,1,0,R's Family,0,None,0,None,0,None,1,Respondent,0,None,1,Respondent,0,None,None,0,R's Family,0,R's Family,0,R and R's Family,1,None,0,None,0,Respondent,1,Respondent,1,1,Republican,1,1,1,1,6,1,4,1,0,1
1.0614,7,1,2,Usually,3,0,None,0,R's Family,0,1,0,R's Family,0,None,0,None,0,None,0,R's Family,0,None,0,R's Family,0,None,None,0,R's Family,0,R's Family,0,R's Family,0,None,0,None,0,None,0,Respondent,1,1,Republican,2,2,2,1,2,1,0,0,0,1
1.0614,2,1,2,Usually,2,0,None,0,None,0,1,0,None,0,None,1,Respondent,1,Respondent,0,None,0,None,0,None,0,None,Respondent,1,Respondent,1,Respondent,1,None,0,None,0,None,0,None,0,R and R's Family,1,0,Democrat,1,2,2,2,7,5,0,1,1,1
0.9744,3,1,1,Always,4,0,None,0,R's Family,0,2,0,R's Family,0,None,0,None,0,None,1,Respondent,0,R's Family,0,None,0,None,None,0,None,0,R and R's Family,1,None,0,None,0,None,0,None,0,None,0,0,Democrat,1,1,1,2,3,0,1,0,1,1
0.9744,1,1,1,Always,1,0,None,1,R and R's Family,1,2,1,R and R's Family,0,None,0,R's Family,0,None,0,None,0,None,0,None,0,None,None,0,R's Family,0,R's Family,0,Respondent,1,None,0,None,0,Respondent,1,None,0,1,Republican,1,1,2,1,6,1,4,0,0,1
0.9744,2,1,2,Usually,1,0,None,0,R's Family,0,1,0,None,0,None,0,R's Family,0,None,0,None,0,None,1,Respondent,0,None,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,0,Democrat,4,1,1,2,2,0,0,1,0,1
0.9744,1,1,2,Usually,2,1,Respondent,1,Respondent,0,2,1,Respondent,0,None,0,None,1,Respondent,0,None,0,None,1,Respondent,0,None,None,0,None,0,None,0,None,0,Respondent,1,None,0,None,0,None,0,0,Democrat,1,1,1,2,7,2,2,3,0,1
1.0614,2,1,1,Always,2,0,None,0,None,1,2,0,None,0,None,1,Respondent,0,None,1,Respondent,0,None,0,None,1,Respondent,None,0,Respondent,1,Respondent,1,None,0,R's Family,0,Respondent,1,None,0,Respondent,1,0,Democrat,1,2,1,2,9,5,1,0,2,1
0.5481,3,1,1,Always,4,0,None,0,None,0,1,0,None,0,None,1,Respondent,0,None,0,None,0,R's Family,0,None,0,None,None,0,Respondent,1,Respondent,1,Respondent,1,None,0,None,0,R's Family,0,R's Family,0,1,Republican,2,2,2,2,5,2,1,0,1,1
0.5481,3,1,1,Always,2,1,R and R's Family,0,R's Family,0,1,0,R's Family,1,Respondent,1,Respondent,0,R's Family,0,None,1,R and R's Family,0,R's Family,0,R's Family,R's Family,0,Respondent,1,None,0,R's Family,0,None,0,None,0,None,0,Respondent,1,1,Republican,1,2,1,2,7,6,0,0,0,1
0.5481,3,1,1,Always,4,1,Respondent,0,None,0,3,0,None,1,Respondent,0,None,0,None,0,None,0,None,0,None,0,None,None,0,None,0,Respondent,1,None,0,None,0,None,0,None,0,Respondent,1,0,Democrat,1,2,2,1,5,3,0,0,1,1
0.5481,1,1,1,Always,1,0,None,1,Respondent,0,1,1,Respondent,0,None,0,None,0,R's Family,1,Respondent,0,None,1,Respondent,0,None,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,1,Republican,1,2,1,1,5,0,3,1,0,1
1.7936,2,0,1,Always,2,1,Respondent,1,R and R's Family,1,1,0,R's Family,1,Respondent,1,Respondent,1,Respondent,0,R's Family,1,Respondent,1,Respondent,1,Respondent,Respondent,1,Respondent,1,Respondent,1,None,0,None,0,None,0,None,0,None,0,0,Democrat,1,2,1,1,12,9,1,2,1,1
1.5573,3,1,1,Always,2,1,Respondent,0,R's Family,0,2,0,R's Family,1,Respondent,1,R and R's Family,1,Respondent,1,Respondent,1,Respondent,1,Respondent,1,Respondent,R's Family,0,Respondent,1,Respondent,1,Respondent,1,None,0,None,0,None,0,None,0,1,Republican,1,1,1,2,12,7,2,2,1,1
